phase,feature_id,name,surface,screen_or_menu,user_action,ui_states,http_method,endpoint_or_event,backend_service,data_entities,admin_control,permission,billing_rule,async_job,acceptance_criteria,test_ids,implementation_notes,status
P01,P01-028,建立邮箱模板和发送记录,Admin,通知/邮件模板,建立邮箱模板和发送记录,idle|loading|success|empty|error,GET|PUT,/admin/v1/notifications/email-templates,Notification Service,notification_templates|notification_deliveries,通知中心/邮件模板,authenticated_user,none,none,用户可在“通知/邮件模板”完成“建立邮箱模板和发送记录”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“通知中心/邮件模板”能够查询或控制该能力，变更写入审计日志。,P01-028-UNIT|P01-028-API|P01-028-E2E,,PLANNED
P02,P02-001,启动页恢复本地登录状态,Android,启动页,启动页恢复本地登录状态,idle|loading|success|empty|error,GET,/api/v1/account/session,Session Service,sessions|user_devices,认证与用户/会话管理,authenticated_user,none,none,用户可在“启动页”完成“启动页恢复本地登录状态”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/会话管理”能够查询或控制该能力，变更写入审计日志。,P02-001-UNIT|P02-001-API|P02-001-E2E,,PLANNED
P02,P02-002,展示邮箱验证码登录页,Android,登录页,展示邮箱验证码登录页,idle|loading|success|empty|error,N/A,android://login-screen,Android Auth,ui_state,认证与用户/登录配置,authenticated_user,none,none,用户可在“登录页”完成“展示邮箱验证码登录页”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/登录配置”能够查询或控制该能力，变更写入审计日志。,P02-002-UNIT|P02-002-API|P02-002-E2E,,PLANNED
P02,P02-003,校验登录邮箱输入,Android,登录页,校验登录邮箱输入,idle|loading|success|empty|error,N/A,android://validate-email,Android Auth,local_form_state,—,authenticated_user,none,none,用户可在“登录页”完成“校验登录邮箱输入”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态。,P02-003-UNIT|P02-003-API|P02-003-E2E,,PLANNED
P02,P02-004,弹出登录安全验证对话框,Android,登录页/安全验证,弹出登录安全验证对话框,idle|loading|success|empty|error,POST,/api/v1/auth/login/challenge,Identity Service,auth_challenges,认证与用户/安全验证,authenticated_user,none,none,用户可在“登录页/安全验证”完成“弹出登录安全验证对话框”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/安全验证”能够查询或控制该能力，变更写入审计日志。,P02-004-UNIT|P02-004-API|P02-004-E2E,,PLANNED
P02,P02-005,在受控 WebView 完成 Turnstile,Android,安全验证 WebView,在受控 WebView 完成 Turnstile,idle|loading|success|empty|error,N/A,https://auth.orbexa.cc/security/turnstile,Security Web,security_challenge_results,认证与用户/Turnstile配置,authenticated_user,none,none,用户可在“安全验证 WebView”完成“在受控 WebView 完成 Turnstile”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/Turnstile配置”能够查询或控制该能力，变更写入审计日志。,P02-005-UNIT|P02-005-API|P02-005-E2E,,PLANNED
P02,P02-006,安全验证后请求登录验证码,Android,登录页,安全验证后请求登录验证码,idle|loading|success|empty|error,POST,/api/v1/auth/login/otp/send,Identity Service,email_otps,认证与用户/验证码策略,authenticated_user,none,none,用户可在“登录页”完成“安全验证后请求登录验证码”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/验证码策略”能够查询或控制该能力，变更写入审计日志。,P02-006-UNIT|P02-006-API|P02-006-E2E,,PLANNED
P02,P02-007,输入六位登录验证码,Android,验证码页,输入六位登录验证码,idle|loading|success|empty|error,POST,/api/v1/auth/login/otp/verify,Identity Service,email_otps|auth_attempts,认证与用户/登录日志,authenticated_user,none,none,用户可在“验证码页”完成“输入六位登录验证码”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/登录日志”能够查询或控制该能力，变更写入审计日志。,P02-007-UNIT|P02-007-API|P02-007-E2E,,PLANNED
P02,P02-008,显示验证码倒计时和重新发送,Android,验证码页,显示验证码倒计时和重新发送,idle|loading|success|empty|error,POST,/api/v1/auth/login/otp/send,Identity Service,email_otps,认证与用户/验证码策略,authenticated_user,none,none,用户可在“验证码页”完成“显示验证码倒计时和重新发送”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/验证码策略”能够查询或控制该能力，变更写入审计日志。,P02-008-UNIT|P02-008-API|P02-008-E2E,,PLANNED
P02,P02-009,登录成功安全保存令牌,Android,登录完成,登录成功安全保存令牌,idle|loading|success|empty|error,POST,/api/v1/auth/sessions,Session Service,sessions|refresh_tokens,认证与用户/会话管理,authenticated_user,none,none,用户可在“登录完成”完成“登录成功安全保存令牌”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/会话管理”能够查询或控制该能力，变更写入审计日志。,P02-009-UNIT|P02-009-API|P02-009-E2E,,PLANNED
P02,P02-010,展示邮箱密码注册页,Android,注册页,展示邮箱密码注册页,idle|loading|success|empty|error,N/A,android://register-screen,Android Auth,local_form_state,认证与用户/注册配置,authenticated_user,none,none,用户可在“注册页”完成“展示邮箱密码注册页”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/注册配置”能够查询或控制该能力，变更写入审计日志。,P02-010-UNIT|P02-010-API|P02-010-E2E,,PLANNED
P02,P02-011,实时展示密码强度和规则,Android,注册页,实时展示密码强度和规则,idle|loading|success|empty|error,GET,/api/v1/auth/password-policy,Identity Service,password_policies,认证与用户/密码策略,authenticated_user,none,none,用户可在“注册页”完成“实时展示密码强度和规则”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/密码策略”能够查询或控制该能力，变更写入审计日志。,P02-011-UNIT|P02-011-API|P02-011-E2E,,PLANNED
P02,P02-012,校验确认密码一致,Android,注册页,校验确认密码一致,idle|loading|success|empty|error,N/A,android://confirm-password,Android Auth,local_form_state,—,authenticated_user,none,none,用户可在“注册页”完成“校验确认密码一致”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态。,P02-012-UNIT|P02-012-API|P02-012-E2E,,PLANNED
P02,P02-013,弹出注册安全验证对话框,Android,注册页/安全验证,弹出注册安全验证对话框,idle|loading|success|empty|error,POST,/api/v1/auth/register/challenge,Identity Service,auth_challenges,认证与用户/安全验证,authenticated_user,none,none,用户可在“注册页/安全验证”完成“弹出注册安全验证对话框”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/安全验证”能够查询或控制该能力，变更写入审计日志。,P02-013-UNIT|P02-013-API|P02-013-E2E,,PLANNED
P02,P02-014,安全验证后请求注册验证码,Android,注册页,安全验证后请求注册验证码,idle|loading|success|empty|error,POST,/api/v1/auth/register/otp/send,Identity Service,email_otps,认证与用户/验证码策略,authenticated_user,none,none,用户可在“注册页”完成“安全验证后请求注册验证码”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/验证码策略”能够查询或控制该能力，变更写入审计日志。,P02-014-UNIT|P02-014-API|P02-014-E2E,,PLANNED
P02,P02-015,验证注册验证码并创建账号,Android,注册验证码页,验证注册验证码并创建账号,idle|loading|success|empty|error,POST,/api/v1/auth/register/complete,Identity Service,users|user_profiles|auth_identities,认证与用户/用户列表,authenticated_user,none,none,用户可在“注册验证码页”完成“验证注册验证码并创建账号”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/用户列表”能够查询或控制该能力，变更写入审计日志。,P02-015-UNIT|P02-015-API|P02-015-E2E,,PLANNED
P02,P02-016,注册成功自动登录并初始化个人工作区,Android,注册完成,注册成功自动登录并初始化个人工作区,idle|loading|success|empty|error,POST,/api/v1/onboarding/personal-workspace,Workspace Service,workspaces|workspace_members,认证与用户/用户详情,authenticated_user,none,none,用户可在“注册完成”完成“注册成功自动登录并初始化个人工作区”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/用户详情”能够查询或控制该能力，变更写入审计日志。,P02-016-UNIT|P02-016-API|P02-016-E2E,,PLANNED
P02,P02-017,令牌过期时自动刷新一次,Android,全局会话,令牌过期时自动刷新一次,idle|loading|success|empty|error,POST,/api/v1/auth/token/refresh,Session Service,refresh_tokens,认证与用户/会话管理,authenticated_user,none,none,用户可在“全局会话”完成“令牌过期时自动刷新一次”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/会话管理”能够查询或控制该能力，变更写入审计日志。,P02-017-UNIT|P02-017-API|P02-017-E2E,,PLANNED
