interaction_id,feature_id,page_id,surface,binding_role,user_action,endpoint_or_event,permission,billing_rule,visual_source,functional_source,status
YL-M-161-C-P11_014-01,P11-014,YL-M-161,ADMIN,ADMIN_CONTROL,提供 OpenAI 兼容 Chat Completions,/v1/chat/completions,developer_api_key,usage_metered,approved mockup states for YL-M-161,contracts/feature-map.yaml,PLANNED
YL-M-161-C-P11_015-01,P11-015,YL-M-161,ADMIN,ADMIN_CONTROL,提供 OpenAI 兼容 Responses API,/v1/responses,developer_api_key,usage_metered,approved mockup states for YL-M-161,contracts/feature-map.yaml,PLANNED
YL-M-161-C-P11_016-01,P11-016,YL-M-161,ADMIN,ADMIN_CONTROL,提供流式公共 API 响应,/v1/responses?stream=true,developer_api_key,usage_metered,approved mockup states for YL-M-161,contracts/feature-map.yaml,PLANNED
YL-M-161-C-P11_017-01,P11-017,YL-M-161,ADMIN,ADMIN_CONTROL,提供图片生成公共 API,/v1/images/generations,developer_api_key,usage_metered,approved mockup states for YL-M-161,contracts/feature-map.yaml,PLANNED
YL-M-160-C-P11_018-01,P11-018,YL-M-160,ADMIN,ADMIN_CONTROL,提供 YLVEN 原生会话 API,/ylven/v1/conversations,developer_api_key,usage_metered,approved mockup states for YL-M-160,contracts/feature-map.yaml,PLANNED
YL-M-160-C-P11_019-01,P11-019,YL-M-160,ADMIN,ADMIN_CONTROL,提供 YLVEN 原生文件和任务 API,/ylven/v1/files,developer_api_key,usage_metered,approved mockup states for YL-M-160,contracts/feature-map.yaml,PLANNED
YL-M-162-C-P11_020-01,P11-020,YL-M-162,ADMIN,ADMIN_CONTROL,使用 YLVEN 稳定模型别名,/v1/models,authenticated_user,none,approved mockup states for YL-M-162,contracts/feature-map.yaml,PLANNED
YL-M-163-C-P11_021-01,P11-021,YL-M-163,ADMIN,ADMIN_CONTROL,返回稳定、可文档化的错误码,contract://public-api-errors,authenticated_user,none,approved mockup states for YL-M-163,contracts/feature-map.yaml,PLANNED
YL-D-012-C-P11_022-01,P11-022,YL-D-012,DEVELOPER,PRIMARY_VISIBLE,查询按日期、模型、Key和来源的用量,/api/developer/v1/usage,authenticated_user,none,approved mockup states for YL-D-012,contracts/feature-map.yaml,PLANNED
YL-M-164-C-P11_022-02,P11-022,YL-M-164,ADMIN,ADMIN_CONTROL,查询按日期、模型、Key和来源的用量,/api/developer/v1/usage,authenticated_user,none,approved mockup states for YL-M-164,contracts/feature-map.yaml,PLANNED
YL-D-013-C-P11_023-01,P11-023,YL-D-013,DEVELOPER,PRIMARY_VISIBLE,查询逐请求 API 日志,/api/developer/v1/request-logs,authenticated_user,none,approved mockup states for YL-D-013,contracts/feature-map.yaml,PLANNED
YL-M-161-C-P11_023-02,P11-023,YL-M-161,ADMIN,ADMIN_CONTROL,查询逐请求 API 日志,/api/developer/v1/request-logs,authenticated_user,none,approved mockup states for YL-M-161,contracts/feature-map.yaml,PLANNED
YL-D-014-C-P11_024-01,P11-024,YL-D-014,DEVELOPER,PRIMARY_VISIBLE,在 Playground 测试模型和参数,/api/developer/v1/playground/run,authenticated_user,usage_metered,approved mockup states for YL-D-014,contracts/feature-map.yaml,PLANNED
YL-M-165-C-P11_024-02,P11-024,YL-M-165,ADMIN,ADMIN_CONTROL,在 Playground 测试模型和参数,/api/developer/v1/playground/run,authenticated_user,usage_metered,approved mockup states for YL-M-165,contracts/feature-map.yaml,PLANNED
YL-D-015-C-P11_025-01,P11-025,YL-D-015,DEVELOPER,PRIMARY_VISIBLE,展示动态模型能力和价格文档,/api/developer/v1/models,authenticated_user,none,approved mockup states for YL-D-015,contracts/feature-map.yaml,PLANNED
YL-M-074-C-P11_025-02,P11-025,YL-M-074,ADMIN,ADMIN_CONTROL,展示动态模型能力和价格文档,/api/developer/v1/models,authenticated_user,none,approved mockup states for YL-M-074,contracts/feature-map.yaml,PLANNED
YL-D-016-C-P11_026-01,P11-026,YL-D-016,DEVELOPER,PRIMARY_VISIBLE,发布版本化 API 文档和代码示例,/docs/api/{version},authenticated_user,none,approved mockup states for YL-D-016,contracts/feature-map.yaml,PLANNED
YL-M-166-C-P11_026-02,P11-026,YL-M-166,ADMIN,ADMIN_CONTROL,发布版本化 API 文档和代码示例,/docs/api/{version},authenticated_user,none,approved mockup states for YL-M-166,contracts/feature-map.yaml,PLANNED
YL-D-010-C-P11_027-01,P11-027,YL-D-010,DEVELOPER,PRIMARY_VISIBLE,配置余额和异常用量告警,/api/developer/v1/alerts,authenticated_user,none,approved mockup states for YL-D-010,contracts/feature-map.yaml,PLANNED
YL-M-167-C-P11_027-02,P11-027,YL-M-167,ADMIN,ADMIN_CONTROL,配置余额和异常用量告警,/api/developer/v1/alerts,authenticated_user,none,approved mockup states for YL-M-167,contracts/feature-map.yaml,PLANNED
YL-D-017-C-P11_028-01,P11-028,YL-D-017,DEVELOPER,PRIMARY_VISIBLE,注册 Webhook 并验证签名,/api/developer/v1/webhooks,authenticated_user,none,approved mockup states for YL-D-017,contracts/feature-map.yaml,PLANNED
YL-M-168-C-P11_028-02,P11-028,YL-M-168,ADMIN,ADMIN_CONTROL,注册 Webhook 并验证签名,/api/developer/v1/webhooks,authenticated_user,none,approved mockup states for YL-M-168,contracts/feature-map.yaml,PLANNED
YL-M-168-C-P11_029-01,P11-029,YL-M-168,ADMIN,ADMIN_CONTROL,失败 Webhook 自动重试和死信,job://webhook-delivery,system,none,approved mockup states for YL-M-168,contracts/feature-map.yaml,PLANNED
YL-M-157-C-P11_030-01,P11-030,YL-M-157,ADMIN,ADMIN_CONTROL,分离 App 内部调用 Key 与开发者 Key,policy://key-purpose-isolation,authenticated_user,none,approved mockup states for YL-M-157,contracts/feature-map.yaml,PLANNED
YL-M-153-C-P11_031-01,P11-031,YL-M-153,ADMIN,ADMIN_CONTROL,后台查询开发者、Key、预算和风险,/admin/v1/developers/{developerId},authenticated_user,none,approved mockup states for YL-M-153,contracts/feature-map.yaml,PLANNED
YL-M-160-C-P11_032-01,P11-032,YL-M-160,ADMIN,ADMIN_CONTROL,后台配置公共 API 版本和弃用计划,/admin/v1/api-versions,authenticated_user,none,approved mockup states for YL-M-160,contracts/feature-map.yaml,PLANNED
YL-M-169-C-P12_001-01,P12-001,YL-M-169,ADMIN,ADMIN_CONTROL,配置 Cloudflare WAF 和速率规则基线,cloudflare://waf-rules,authenticated_user,none,approved mockup states for YL-M-169,contracts/feature-map.yaml,PLANNED
YL-M-170-C-P12_002-01,P12-002,YL-M-170,ADMIN,ADMIN_CONTROL,执行代码和镜像秘密扫描,ci://secret-scan,authenticated_user,none,approved mockup states for YL-M-170,contracts/feature-map.yaml,PLANNED
YL-M-170-C-P12_003-01,P12-003,YL-M-170,ADMIN,ADMIN_CONTROL,执行依赖漏洞和容器镜像扫描,ci://dependency-scan,authenticated_user,none,approved mockup states for YL-M-170,contracts/feature-map.yaml,PLANNED
YL-M-171-C-P12_004-01,P12-004,YL-M-171,ADMIN,ADMIN_CONTROL,加密敏感字段并轮换密钥引用,policy://field-encryption,authenticated_user,none,approved mockup states for YL-M-171,contracts/feature-map.yaml,PLANNED
YL-M-172-C-P12_005-01,P12-005,YL-M-172,ADMIN,ADMIN_CONTROL,记录所有后台敏感操作审计,event://admin.audit,authenticated_user,none,approved mockup states for YL-M-172,contracts/feature-map.yaml,PLANNED
YL-M-173-C-P12_006-01,P12-006,YL-M-173,ADMIN,ADMIN_CONTROL,检测异常登录、消费和 API Key 使用,job://risk-detection,system,none,approved mockup states for YL-M-173,contracts/feature-map.yaml,PLANNED
YL-M-174-C-P12_007-01,P12-007,YL-M-174,ADMIN,ADMIN_CONTROL,为高风险财务操作增加审批流,/admin/v1/approvals,authenticated_user,none,approved mockup states for YL-M-174,contracts/feature-map.yaml,PLANNED
YL-M-175-C-P12_008-01,P12-008,YL-M-175,ADMIN,ADMIN_CONTROL,采集服务、业务和供应商指标,/internal/metrics,authenticated_user,none,approved mockup states for YL-M-175,contracts/feature-map.yaml,PLANNED
YL-M-176-C-P12_009-01,P12-009,YL-M-176,ADMIN,ADMIN_CONTROL,集中查询结构化日志,/admin/v1/observability/logs,authenticated_user,none,approved mockup states for YL-M-176,contracts/feature-map.yaml,PLANNED
YL-M-177-C-P12_010-01,P12-010,YL-M-177,ADMIN,ADMIN_CONTROL,采集跨服务分布式追踪,otel://traces,authenticated_user,none,approved mockup states for YL-M-177,contracts/feature-map.yaml,PLANNED
YL-M-178-C-P12_011-01,P12-011,YL-M-178,ADMIN,ADMIN_CONTROL,配置 SLO、告警和通知路由,/admin/v1/alerts,authenticated_user,none,approved mockup states for YL-M-178,contracts/feature-map.yaml,PLANNED
YL-M-179-C-P12_012-01,P12-012,YL-M-179,ADMIN,ADMIN_CONTROL,创建事故、更新状态和复盘,/admin/v1/incidents,authenticated_user,none,approved mockup states for YL-M-179,contracts/feature-map.yaml,PLANNED
YL-W-005-C-P12_012-02,P12-012,YL-W-005,WEB,PUBLIC_SUPPORT,创建事故、更新状态和复盘,/admin/v1/incidents,authenticated_user,none,approved mockup states for YL-W-005,contracts/feature-map.yaml,PLANNED
YL-W-007-C-P12_012-03,P12-012,YL-W-007,WEB,PUBLIC_SUPPORT,创建事故、更新状态和复盘,/admin/v1/incidents,authenticated_user,none,approved mockup states for YL-W-007,contracts/feature-map.yaml,PLANNED
YL-M-180-C-P12_013-01,P12-013,YL-M-180,ADMIN,ADMIN_CONTROL,执行普通 API 压力测试,test://load-http,authenticated_user,none,approved mockup states for YL-M-180,contracts/feature-map.yaml,PLANNED
YL-M-180-C-P12_014-01,P12-014,YL-M-180,ADMIN,ADMIN_CONTROL,执行 SSE 长连接容量测试,test://load-sse,authenticated_user,none,approved mockup states for YL-M-180,contracts/feature-map.yaml,PLANNED
YL-M-180-C-P12_015-01,P12-015,YL-M-180,ADMIN,ADMIN_CONTROL,执行异步队列和 Worker 吞吐测试,test://load-jobs,authenticated_user,none,approved mockup states for YL-M-180,contracts/feature-map.yaml,PLANNED
YL-M-007-C-P12_016-01,P12-016,YL-M-007,ADMIN,ADMIN_CONTROL,隔离聊天、支付、图片和 PPT 队列,policy://queue-priority,authenticated_user,none,approved mockup states for YL-M-007,contracts/feature-map.yaml,PLANNED
YL-M-181-C-P12_017-01,P12-017,YL-M-181,ADMIN,ADMIN_CONTROL,优化数据库索引、连接池和慢查询,db://performance,authenticated_user,none,approved mockup states for YL-M-181,contracts/feature-map.yaml,PLANNED
YL-M-182-C-P12_018-01,P12-018,YL-M-182,ADMIN,ADMIN_CONTROL,验证 Redis 故障和缓存降级行为,test://redis-failure,authenticated_user,none,approved mockup states for YL-M-182,contracts/feature-map.yaml,PLANNED
YL-M-182-C-P12_019-01,P12-019,YL-M-182,ADMIN,ADMIN_CONTROL,验证 NATS 消息重投和幂等消费,test://nats-redelivery,authenticated_user,none,approved mockup states for YL-M-182,contracts/feature-map.yaml,PLANNED
YL-M-183-C-P12_020-01,P12-020,YL-M-183,ADMIN,ADMIN_CONTROL,配置 R2 生命周期和删除证明,r2://lifecycle,authenticated_user,none,approved mockup states for YL-M-183,contracts/feature-map.yaml,PLANNED
YL-M-184-C-P12_021-01,P12-021,YL-M-184,ADMIN,ADMIN_CONTROL,自动备份 PostgreSQL 和关键配置,job://backup,system,none,approved mockup states for YL-M-184,contracts/feature-map.yaml,PLANNED
YL-M-182-C-P12_022-01,P12-022,YL-M-182,ADMIN,ADMIN_CONTROL,执行数据库和对象恢复演练,job://restore-drill,system,none,approved mockup states for YL-M-182,contracts/feature-map.yaml,PLANNED
YL-M-185-C-P12_023-01,P12-023,YL-M-185,ADMIN,ADMIN_CONTROL,执行用户数据导出和删除闭环,test://privacy-lifecycle,authenticated_user,none,approved mockup states for YL-M-185,contracts/feature-map.yaml,PLANNED
YL-M-186-C-P12_024-01,P12-024,YL-M-186,ADMIN,ADMIN_CONTROL,配置日志、会话、文件和账单保留期,/admin/v1/settings/retention,authenticated_user,none,approved mockup states for YL-M-186,contracts/feature-map.yaml,PLANNED
YL-M-187-C-P12_025-01,P12-025,YL-M-187,ADMIN,ADMIN_CONTROL,发布管理员和运维运行手册,docs://runbooks,authenticated_user,none,approved mockup states for YL-M-187,contracts/feature-map.yaml,PLANNED
YL-M-188-C-P13_001-01,P13-001,YL-M-188,ADMIN,ADMIN_CONTROL,执行 Android 全功能自动回归,test://android-regression,authenticated_user,none,approved mockup states for YL-M-188,contracts/feature-map.yaml,PLANNED
YL-M-189-C-P13_002-01,P13-002,YL-M-189,ADMIN,ADMIN_CONTROL,执行多尺寸真机验收矩阵,acceptance://android-devices,authenticated_user,none,approved mockup states for YL-M-189,contracts/feature-map.yaml,PLANNED
YL-M-190-C-P13_003-01,P13-003,YL-M-190,ADMIN,ADMIN_CONTROL,执行后台菜单、权限和审计回归,test://admin-rbac,authenticated_user,none,approved mockup states for YL-M-190,contracts/feature-map.yaml,PLANNED
YL-M-009-C-P13_004-01,P13-004,YL-M-009,ADMIN,ADMIN_CONTROL,执行数据库升级和回滚演练,test://migration-rollback,authenticated_user,none,approved mockup states for YL-M-009,contracts/feature-map.yaml,PLANNED
YL-M-182-C-P13_005-01,P13-005,YL-M-182,ADMIN,ADMIN_CONTROL,执行完整灾难恢复演练,test://disaster-recovery,authenticated_user,none,approved mockup states for YL-M-182,contracts/feature-map.yaml,PLANNED
YL-M-069-C-P13_006-01,P13-006,YL-M-069,ADMIN,ADMIN_CONTROL,接入或模拟官方 OpenAI Adapter 切换,adapter://official-openai,authenticated_user,none,approved mockup states for YL-M-069,contracts/feature-map.yaml,PLANNED
YL-M-069-C-P13_007-01,P13-007,YL-M-069,ADMIN,ADMIN_CONTROL,接入或模拟官方 Anthropic Adapter 切换,adapter://official-anthropic,authenticated_user,none,approved mockup states for YL-M-069,contracts/feature-map.yaml,PLANNED
YL-M-069-C-P13_008-01,P13-008,YL-M-069,ADMIN,ADMIN_CONTROL,接入或模拟官方 xAI Adapter 切换,adapter://official-xai,authenticated_user,none,approved mockup states for YL-M-069,contracts/feature-map.yaml,PLANNED
YL-M-068-C-P13_009-01,P13-009,YL-M-068,ADMIN,ADMIN_CONTROL,验证订阅测试通道到官方通道无客户端升级切换,test://provider-route-switch,authenticated_user,none,approved mockup states for YL-M-068,contracts/feature-map.yaml,PLANNED
YL-M-191-C-P13_010-01,P13-010,YL-M-191,ADMIN,ADMIN_CONTROL,验证供应商失败时透明降级和恢复,test://provider-failover,authenticated_user,none,approved mockup states for YL-M-191,contracts/feature-map.yaml,PLANNED
YL-M-192-C-P13_011-01,P13-011,YL-M-192,ADMIN,ADMIN_CONTROL,输出容量、成本和扩容阈值报告,report://capacity-cost,authenticated_user,none,approved mockup states for YL-M-192,contracts/feature-map.yaml,PLANNED
YL-M-193-C-P13_012-01,P13-012,YL-M-193,ADMIN,ADMIN_CONTROL,输出已知限制和商业开放前待办,report://commercial-readiness,authenticated_user,none,approved mockup states for YL-M-193,contracts/feature-map.yaml,PLANNED
YL-M-130-C-P13_013-01,P13-013,YL-M-130,ADMIN,ADMIN_CONTROL,验证安装、升级、回滚和强制更新,test://app-upgrade,authenticated_user,none,approved mockup states for YL-M-130,contracts/feature-map.yaml,PLANNED
YL-W-004-C-P13_013-02,P13-013,YL-W-004,WEB,PUBLIC_SUPPORT,验证安装、升级、回滚和强制更新,test://app-upgrade,authenticated_user,none,approved mockup states for YL-W-004,contracts/feature-map.yaml,PLANNED
YL-M-194-C-P13_014-01,P13-014,YL-M-194,ADMIN,ADMIN_CONTROL,生成最终 APK 和完整交付包,script://release-phase/P13,authenticated_user,none,approved mockup states for YL-M-194,contracts/feature-map.yaml,PLANNED
YL-W-007-C-P13_014-02,P13-014,YL-W-007,WEB,PUBLIC_SUPPORT,生成最终 APK 和完整交付包,script://release-phase/P13,authenticated_user,none,approved mockup states for YL-W-007,contracts/feature-map.yaml,PLANNED
YL-M-195-C-P13_015-01,P13-015,YL-M-195,ADMIN,ADMIN_CONTROL,项目所有者完成 APK 和后台最终验收,/admin/v1/releases/P13/owner-acceptance,authenticated_user,none,approved mockup states for YL-M-195,contracts/feature-map.yaml,PLANNED
